Cluster	Sample	Cov_ter	Ptr	Diff
firm5_1	F01	62.9561069775795	1.53899287378911	2.237228731
firm5_1	F02	66.0722565720776	1.47296316259204	1.16539165200001
firm5_1	F03	47.1328433566759	1.46392610939792	2.14846488799999
firm5_1	F04	47.561698512566	1.42171121122041	2.84906984
firm5_1	F06	57.4671078720458	1.54025499590274	1.66926090299999
firm5_1	F07	68.8557807981964	1.38149620696033	2.08364337299999
firm5_1	F08	73.986354376028	1.56582927996701	1.22598348399998
firm5_1	F09	74.8711904522848	1.48054277393445	3.395314175
firm5_1	F10	60.5613738053033	1.57027481420298	3.985321019
firm5_1	F11	57.9682228069654	1.47015029741018	0.575065057000003
firm5_1	F12	82.7836810664213	1.41984505262205	0.660782656999999
firm5_1	F13	78.5655423793102	1.45941842349191	1.495712024
firm5_1	F14	47.8675410482442	1.57921209956894	1.291571062
firm5_1	F15	35.5950930795987	1.65220082064365	0.00224199699999872
firm5_1	F16	45.592857252642	1.6003932323801	0.364500191999994
firm5_1	N01	104.968331469285	1.5028342147761	4.148561562
firm5_1	N02	69.4353635806784	1.38263839993364	1.70040079499999
firm5_1	N03	121.105553140027	1.4361425658731	0.18483982799998
firm5_1	N04	174.604406189341	1.35179864673088	3.338504379
firm5_1	N06	177.718496221228	1.32833669550149	6.77382953400001
firm5_1	N07	163.91299812489	1.34931337069122	2.27404448499999
firm5_1	N08	79.2958613865949	1.57801425965912	1.206463606
firm5_1	N09	130.039018331563	1.58806181905694	1.82831595799999
firm5_1	N10	122.948234442927	1.52405604561147	2.40116590600002
firm5_1	N11	117.094484352831	1.44660955583178	2.324677936
firm5_1	N12	73.2862666108759	1.53835097916243	2.18293599899999
firm5_1	N13	82.9136935357805	1.67644202148607	3.41856268499998
firm5_1	N14	170.502547962191	1.51551987397455	4.00336052299997
firm5_1	N15	128.518458215146	1.61992295030088	2.33423356599999
firm5_1	N16	146.502683074382	1.50563795400258	0.81182065500002
firm5_2	F01	5.02528006109248	1.62269563106245	0.660303845
firm5_2	F02	6.98528384718436	1.57889074249224	0.327856083
firm5_2	F03	6.42659217768815	1.61376351777946	0.302803485
firm5_2	F04	18.0396568982589	1.47813232537552	0.453862567999998
firm5_2	F06	20.0929493160989	1.51082847631917	1.288076818
firm5_2	F07	30.4712752660843	1.53124539726545	0.458922019999996
firm5_2	F08	33.8632344865612	1.518077076199	0.723596119999996
firm5_2	F09	37.7614717978387	1.37221875983567	0.391192310000001
firm5_2	F10	20.8130193846669	1.52250855170705	1.744135481
firm5_2	F11	21.2424708831359	1.49286322925719	0.836103679999997
firm5_2	F12	28.4762499751897	1.51691321847628	0.501788730000001
firm5_2	F13	23.4048006589822	1.52443084305045	0.818212760000002
firm5_2	F14	11.2827910284952	1.54227157039891	0.106127837999999
firm5_2	F15	5.13242440622879	1.67073317896185	0.0667117439999991
firm5_2	F16	7.6854337526212	1.60394330323851	0.936724084
firm5_2	N01	45.3749564688048	1.53935133905903	1.39428550999999
firm5_2	N02	82.7488651432717	1.56388851709252	1.72905030999999
firm5_2	N03	140.457790372887	1.65601352109053	1.20443039999998
firm5_2	N04	103.358609389126	1.44371137423312	1.86535889000001
firm5_2	N06	118.703574762323	1.39641961357859	1.10514143
firm5_2	N07	110.507958323372	1.40831818704486	1.31036752
firm5_2	N08	93.3216872621448	1.33953743151736	0.617893260000002
firm5_2	N09	115.623512299862	1.5037598888112	1.08287038
firm5_2	N10	82.8045261381808	1.54725841660151	1.76028596
firm5_2	N11	89.8624128819891	1.44220476441241	2.29223295999999
firm5_2	N12	35.9849393371169	1.52716667062201	0.550210669999998
firm5_2	N13	66.8882856316219	1.55901738271942	1.82389703999999
firm5_2	N14	122.977734432419	1.54239302647291	4.25902933000003
firm5_2	N15	37.2573899084425	1.53403123891534	0.370312390000002
firm5_2	N16	36.2278834019122	1.60420633342693	1.39609631999999
firm5_3	F01	16.2676186200238	1.49170192627521	0.180438031400001
firm5_3	F02	15.2064380613835	1.47740055293107	0.346073665399999
firm5_3	F03	11.3134665793828	1.43100807977843	0.566662085399999
firm5_3	F04	45.9535767670256	1.375431564782	2.077091668
firm5_3	F06	31.6469502313213	1.4282576889594	1.599257524
firm5_3	F07	44.1989858528047	1.44756715036574	1.707203116
